Percent of connections that are bidirected: 0.005466416966138584
rule_id, collapses, edges_approx, total_cost, rule_details
1, 493, 0, 750232, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2), (1, 3)]
10, 1476, 0, 725187, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3), (1, 5)]
1, 82, 0, 723807, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2), (1, 3)]
10, 576, 472, 715445, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3), (1, 5)]
1, 38, 0, 714813, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2), (1, 3)]
61, 38, 0, 713014, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 121), ('type_1', 'type_1'), ('type_1', 2352), ('type_1', 121), ('type_1', 101), (121, 101), (121, 2352)]
66, 17, 0, 712772, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 7103), ('type_1', 'type_1'), (7103, 162), (7103, 7107)]
53, 2, 21, 730219, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
16, 1, 9, 730250, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
26, 1, 10, 730193, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
16, 1, 9, 730224, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 2, 20, 730246, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
64, 2, 22, 730002, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
0, 1, 10, 730035, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
26, 2, 22, 729896, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
24, 1, 10, 729869, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 3992), ('type_1', 4), (4, 3992)]
47, 2, 22, 729895, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
65, 2, 21, 729919, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 4, 41, 730011, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 2, 22, 730067, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
15, 1, 11, 730102, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
0, 6, 66, 730242, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 3, 33, 730319, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
53, 2, 21, 730148, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
65, 1, 9, 730164, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
47, 1, 10, 730182, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
16, 2, 18, 730230, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
47, 8, 88, 730292, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
16, 4, 40, 730382, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 1, 10, 730415, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 11, 120, 730658, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
26, 3, 33, 730375, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
47, 1, 10, 730393, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
16, 6, 64, 730529, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 3, 33, 730561, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
24, 2, 22, 730437, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 3992), ('type_1', 4), (4, 3992)]
64, 1, 11, 730292, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
16, 1, 10, 730325, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 1, 11, 730360, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
25, 2, 22, 730221, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
0, 1, 9, 730252, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 3, 33, 730329, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 1, 11, 730364, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
16, 4, 44, 730462, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
64, 1, 11, 730377, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
0, 1, 10, 730410, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
81, 1, 11, 730265, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 331), ('type_0', 334), ('type_1', 'type_1'), ('type_1', 331), ('type_1', 334), (331, 334), (334, 331)]
65, 1, 8, 730279, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
47, 1, 11, 730299, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
25, 1, 11, 730229, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
0, 1, 11, 730264, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
53, 1, 10, 730192, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
65, 1, 11, 730212, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
0, 5, 55, 730331, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
65, 1, 11, 730351, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
53, 1, 11, 730296, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
16, 16, 184, 730662, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 2, 21, 730686, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 18, 210, 731102, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 3, 33, 731179, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
24, 2, 22, 731100, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 3992), ('type_1', 4), (4, 3992)]
53, 1, 11, 731045, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
47, 1, 10, 731063, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
25, 1, 11, 731023, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
63, 1, 9, 730964, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 112), ('type_1', 'type_1'), ('type_1', 112), ('type_1', 5072), (112, 5072), (5072, 112)]
64, 1, 11, 730909, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
65, 1, 7, 730921, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
53, 1, 10, 730864, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
16, 2, 20, 730916, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 1, 12, 730953, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
0, 3, 35, 731034, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
25, 1, 11, 730994, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
9, 1, 11, 731029, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
53, 2, 21, 730798, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
16, 3, 33, 730875, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 1, 11, 730910, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
9, 1, 12, 730947, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
63, 1, 11, 730817, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 112), ('type_1', 'type_1'), ('type_1', 112), ('type_1', 5072), (112, 5072), (5072, 112)]
16, 2, 23, 730875, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 1, 11, 730895, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 35, 410, 731694, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
64, 1, 11, 731474, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
24, 1, 11, 731404, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 3992), ('type_1', 4), (4, 3992)]
16, 2, 22, 731460, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 1, 11, 731480, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
25, 2, 23, 731373, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
9, 1, 9, 731404, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
16, 2, 23, 731462, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 1, 12, 731499, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
65, 3, 36, 731537, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
0, 2, 22, 731593, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
9, 1, 12, 731630, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
15, 1, 12, 731667, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
16, 2, 24, 731727, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
9, 1, 12, 731764, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
65, 1, 12, 731786, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
64, 1, 11, 731611, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
0, 3, 35, 731692, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 2, 23, 731750, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
47, 1, 11, 731770, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
15, 1, 12, 731807, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
65, 3, 36, 731845, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 9, 100, 732050, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 1, 11, 732085, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
15, 3, 36, 732168, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
16, 9, 106, 732385, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
9, 1, 12, 732422, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
15, 6, 72, 732574, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
0, 2, 24, 732634, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
25, 2, 24, 732514, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
0, 1, 11, 732549, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 1, 11, 732584, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
24, 1, 12, 732561, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 3992), ('type_1', 4), (4, 3992)]
65, 5, 58, 732611, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
53, 2, 22, 732382, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
0, 3, 34, 732461, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
24, 1, 11, 732421, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 3992), ('type_1', 4), (4, 3992)]
0, 2, 23, 732479, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
26, 1, 12, 732336, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
15, 1, 12, 732373, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
26, 1, 11, 732318, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
63, 2, 21, 732177, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 112), ('type_1', 'type_1'), ('type_1', 112), ('type_1', 5072), (112, 5072), (5072, 112)]
47, 1, 12, 732199, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
26, 1, 11, 732084, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
63, 1, 11, 732044, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 112), ('type_1', 'type_1'), ('type_1', 112), ('type_1', 5072), (112, 5072), (5072, 112)]
16, 3, 30, 732115, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 7, 84, 732290, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
47, 1, 12, 732312, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
53, 1, 11, 732287, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
0, 1, 10, 732320, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
47, 6, 72, 732382, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
15, 1, 11, 732417, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
16, 1, 10, 732450, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 1, 12, 732487, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
16, 3, 36, 732570, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 1, 12, 732607, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
65, 2, 24, 732637, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 2, 24, 732697, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
25, 2, 24, 732577, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
64, 2, 24, 732337, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
0, 1, 11, 732372, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 10, 120, 732616, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
53, 1, 11, 732576, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
9, 1, 9, 732607, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
26, 2, 24, 732517, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
16, 5, 59, 732644, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 2, 24, 732704, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 2, 24, 732764, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 2, 24, 732824, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
64, 1, 12, 732711, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
47, 1, 11, 732731, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
16, 7, 84, 732906, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
64, 2, 24, 732576, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
24, 2, 24, 732501, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 3992), ('type_1', 4), (4, 3992)]
16, 8, 93, 732693, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
47, 3, 36, 732731, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
65, 2, 24, 732761, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
0, 1, 12, 732798, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 10, 120, 733042, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 5, 60, 733171, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
15, 1, 12, 733208, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
16, 5, 60, 733337, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
53, 1, 12, 733224, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
25, 1, 12, 733141, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
16, 2, 24, 733201, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
53, 1, 11, 733131, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
16, 1, 10, 733164, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
26, 1, 9, 733135, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
